Country,Year,ODS_SL.EMP.WORK.FE.ZS,CRP_VA.EST,CRP_CC.EST,ODS_SL.EMP.WORK.MA.ZS,CRP_GE.EST,GDE_SL.GDP.PCAP.EM.KD,CRP_RQ.EST,ODS_SL.EMP.WORK.ZS,ODS_SL.SRV.EMPL.MA.ZS,ODS_SL.SRV.EMPL.ZS,CRP_PV.EST,CRP_RL.EST,ODS_NV.SRV.EMPL.KD,ODS_NV.IND.EMPL.KD
ARG,2011,0.8066589610014336,0.42110932464474804,0.29828908529833703,0.6858097936732132,0.3270539700180046,0.3860662955612193,0.1688956171992408,0.7269022846134393,0.6320266314015617,0.6690509075781916,0.6131075039545819,0.21180091650145205,0.16309536842250183,0.2660226140511579
ARG,2010,0.7995981852725476,0.4282737130817816,0.3007550804420725,0.6770814274267898,0.31467106045632015,0.3717610801096391,0.15647535895646955,0.7192981660508047,0.6292450208504663,0.6677520692431798,0.5541452930124723,0.20093453322400107,0.15093307518269047,0.24528641273181048
ARG,2009,0.8086768279715649,0.3933352752901148,0.2756612924590003,0.6807146298435034,0.2574402144128572,0.3319823372812804,0.12983353357712868,0.7249382717593904,0.6110965923503588,0.6458925278210812,0.5178533201266441,0.17098866150508996,0.15919803922400222,0.257883150286168
ARG,2008,0.8101585722008389,0.42708557708817013,0.278608782193502,0.6801463671686804,0.31099131691870946,0.36348725441290397,0.1686940304561114,0.7255573916645723,0.6103626656283172,0.6431297121699553,0.55342992910799,0.16935313390742315,0.15056359062623673,0.2523494019222058
ARG,2007,0.8007517352627801,0.4655131041749442,0.29605803246640683,0.6683598377369657,0.34584258721116895,0.34982194301747305,0.18898274791095424,0.714469374832768,0.613412682512267,0.6422590202668726,0.5983066941102843,0.19988489003119683,0.13715446204435003,0.24383342464869873
ARG,2006,0.7904915391903966,0.4461613967752619,0.3074262206061481,0.6527259989693179,0.3391271970461331,0.32174305911296214,0.1953863518873475,0.7004099264984727,0.6167428194742224,0.6410153032538904,0.5751299982172298,0.20748420006776314,0.12839710624804926,0.2346547295067636
ARG,2005,0.7840373681473559,0.3886842156183659,0.2944963551498396,0.6473996254823053,0.3190088714809556,0.3045305479436106,0.22251216250254613,0.6946914729564704,0.6225288036954038,0.6430169946910291,0.5645506040243683,0.21339562443583515,0.11845583185593003,0.23263900487578593
ARG,2004,0.7815768583288556,0.42843249370378605,0.28429946436036707,0.6316818864900955,0.3545509092487897,0.28340923780229604,0.17008654716163238,0.6839109049080928,0.6488772577233973,0.6528618877905372,0.42689639404637963,0.14833297051245978,0.11296093822090329,0.2277348872829933
ARG,2003,0.77251796680828,0.42290100569399486,0.2660676558944289,0.5810621381197766,0.3390318308299422,0.2698657237154226,0.1720748269466879,0.65223492277265,0.6608375974058497,0.6800400743260406,0.487625418253052,0.14530785193633852,0.11405537317549604,0.2323432554157536
ARG,2002,0.7491582751214698,0.3847573819332049,0.2835636609387066,0.6209184557582821,0.27802652783330384,0.2679336482955145,0.114714636241799,0.6635693990564794,0.6006762062330049,0.6320345774928166,0.3868426610257131,0.15028498014560399,0.1368493954739901,0.23686196395052064
ARG,2000,0.7368497736190276,0.4525472240884186,0.3515911654729749,0.6242747874339407,0.34097300894966753,0.30478174663080265,0.4369197493256745,0.6597755498774662,0.5319803419121032,0.5828760325967249,0.5978295728099434,0.320156944197038,0.1452148954761912,0.23747495759169882
ARG,1998,0.7209310002050878,0.40565204385633064,0.342950660805188,0.6023527881819434,0.4530074800937463,0.3175466695260457,0.5396892283267422,0.6386694880227117,0.5516081356403217,0.5715295896881278,0.5420884023082964,0.37469649404282906,0.14031620325504274,0.2346229704130454
ARG,1996,0.7377832197234727,0.44122197924078593,0.37135878365199904,0.6462151801967072,0.40181176179948175,0.3110297170241439,0.5386954045991188,0.6730635613609754,0.7080441923251541,0.731434295046663,0.6015911455408894,0.41025419204421765,0.15093307518269047,0.24271854678826932
BOL,2021,0.06028303168143135,0.2244646106328995,0.15395000418323393,0.06618098117440309,0.11035696130302707,0.05633965668021912,0.027465624654590223,0.014441178995712121,0.3770997897988628,0.2898562593410955,0.5072217459440386,0.0210899494617743,0.005349287477648061,0.014220439028653817
BOL,2020,0.09790577984416592,0.23689675361530926,0.16483226423297395,0.03675539760800455,0.12183041664197417,0.05108321141749394,0.06786235777140998,0.018409082343572917,0.3146925909350154,0.22562507016719305,0.4649779317500968,0.007935942613626021,0.016056431401957755,0.030882715162796545
BOL,2019,0.1478486637651374,0.22327500681199441,0.18238689919704396,0.16527924737626243,0.10153126530337793,0.05838259580938059,0.07796604865882627,0.11487762803419968,0.2927214422932443,0.20366563541047725,0.39850172029565367,0.01725486430925266,0.009322814973018661,0.023256163438254582
BOL,2018,0.15417039368698227,0.24793876363656187,0.2081762079105953,0.22678521123010956,0.24625916695864108,0.05546709276331662,0.07640495282620913,0.15166467252404034,0.3189747726321674,0.2199477989831129,0.5053164321931626,0.010225992398429001,0.0035418955783614488,0.014588909876456389
BOL,2017,0.15828256198217416,0.2628314558248054,0.20466956690993907,0.13599435803259127,0.22551651363772118,0.05916687091999229,0.07994910720631619,0.10341835819534753,0.3683671927888569,0.27328139029923226,0.5069077723457872,0.0,0.015377079255309832,0.028447153797353835
BOL,2016,0.09179725442385811,0.25778925208864123,0.18425959270014275,0.05413823336460224,0.16129639334720244,0.05861048557742715,0.07257816508801765,0.023567059568279942,0.31953178141020566,0.22503560949895623,0.5133012723715195,0.002044428017800037,0.015419000024148234,0.02986682545093701
BOL,2015,0.11495118212155794,0.27138324140033127,0.2000406788056921,0.0,0.13737220035571512,0.05551378444318238,0.10298172050148036,0.006822829589083592,0.3070382643622632,0.2256930156335318,0.5092326113334086,0.02573894610370891,0.0155416771611582,0.029325710098017002
BOL,2014,0.16776109840361783,0.2621121717893494,0.22479057641257702,0.18708120476850146,0.16721264820820392,0.04168148344033561,0.1129089191059032,0.13978973693424776,0.31644177622384406,0.22560482151828412,0.4940892451933418,0.05797521950106958,0.013867731685626892,0.022408212099049408
BOL,2013,0.18474400037662525,0.2438296178242323,0.23609401060274213,0.202684871724624,0.23099354364738225,0.04194385240734001,0.14330580795652303,0.15432974992341147,0.34479166498365726,0.2514843947037634,0.4951821054077693,0.06026349129690879,0.007013110824776743,0.026334817205360024
BOL,2012,0.19819563515190278,0.23843661931957816,0.1971317232234209,0.2196908018570346,0.23673366868785617,0.03698639798316576,0.1293664405804559,0.17109806286936663,0.3601128397188054,0.26915966532133145,0.4638680033657735,0.07022145185911481,0.004620822162404771,0.02012528745988567
BOL,2011,0.1651086233645077,0.24415307909577508,0.24000770484158626,0.24911283579854784,0.20235972404886804,0.027886789729537002,0.15029063142684246,0.16913092235729704,0.32307559324060353,0.22520187340499698,0.4737699349088615,0.08101241877136965,0.0026220166903559443,0.013693693982296508
BOL,2010,0.17611246483343262,0.2565717404035872,0.2719982028002873,0.2724856635491279,0.19264766986583587,0.024877193214029814,0.13999832559066586,0.18717047190573363,0.3220892151144473,0.22259272250059112,0.47418575531480994,0.06679534120960173,0.001551150644298586,0.012963543862384363
BOL,2009,0.14771703433620623,0.2763529843264631,0.22395779123101203,0.21938279122494,0.15997680952683485,0.023131977997140365,0.11692876616808626,0.14431827298230473,0.31942615574272404,0.2114998376733313,0.4522487097602392,0.040654347351552204,0.0007688632410434386,0.014220439028653817
BOL,2008,0.13830140406527955,0.2746463444241487,0.25260528988886344,0.20283573078225017,0.1519350919822756,0.022041764605786746,0.11965351144847593,0.13120353375313804,0.23845024728119935,0.10987749342425122,0.4061861304109085,0.0827172138557339,0.004466933077880744,0.01109753801245285
BOL,2007,0.12010231651561075,0.291461558011623,0.2876962291622218,0.13246151319218089,0.16926986397899865,0.019268325887667713,0.08279699420037959,0.08181734445882989,0.22445878458180316,0.0831213787260045,0.36857649012403065,0.12815249944687804,0.0040441000136333715,0.014716674019535542
BOL,2006,0.0874433371158193,0.30612568236738075,0.27965189755093117,0.16546947500079867,0.11982098868475176,0.014383920566480999,0.11238092371533452,0.08402875506230995,0.18965603597169953,0.05963114611177567,0.3805501861136883,0.12150204285375595,0.004676450075764122,0.006300711304886669
BOL,2005,0.08493737253049394,0.20626208436683213,0.1932145982019912,0.2045453592042902,0.1300831081178973,0.0159548093395115,0.1713544948947681,0.1048497308884847,0.2148862312600273,0.11364239221137971,0.33980561026708034,0.1489405426785316,0.002474465737573767,0.001597263819149079
BOL,2004,0.0783797107236994,0.20037759027482438,0.1745342687779156,0.14684362514799512,0.1474507494450678,0.013590151285422769,0.3012289944102408,0.0701303811160766,0.2157112424486735,0.11363856746658588,0.4100545936370032,0.19203212396376051,0.002724548984039954,0.0
BOL,2003,0.07204742880241302,0.24921553087126663,0.16217183321530526,0.09206581391769188,0.22939705069263136,0.011576484189332322,0.3353913214576497,0.036952028450428456,0.12445611869497572,0.011560853602043356,0.37273289222301204,0.24090172488265504,0.00853256100064586,0.008566635798669519
BOL,2002,0.06038652244518505,0.3334954155031044,0.13792781858843714,0.0902112962616964,0.2468401735545574,0.010919328930512884,0.35436380150683117,0.030993214389541366,0.1742203492796451,0.0696594019764032,0.5053588503434315,0.26928857809147866,0.006762787157598565,0.007453268581437747
BOL,2000,0.012866269370359461,0.354739356503493,0.2650876868251713,0.09411717440823719,0.2524280439629918,0.010713682009153347,0.38650914325417374,0.009902008910384919,0.15505888378510688,0.020910329758246974,0.5173196442958791,0.272361767192125,0.00849499904365047,0.009200083156462271
BOL,1998,0.0,0.42489029458808714,0.2765184991774735,0.08714264554833472,0.31913231163374783,0.011783046875050435,0.4325650520131013,0.0,0.14602576862364308,0.003063170609941066,0.5163446791493991,0.31616222897290014,0.005349287477648061,0.006119991320308068
BOL,1996,0.10003011378302167,0.33998329510430264,0.17017709202492504,0.057672207631112644,0.294824430979666,0.00770114020428444,0.383171797842778,0.03231277330844134,0.3788186809191977,0.28328962249993866,0.5420596862657016,0.3055143438703991,0.005349287477648061,0.014220439028653817
BRA,2021,0.6724304934385503,0.3828481853544731,0.2608342705281121,0.47985620146896385,0.19517733546607108,0.1900796468542585,0.3448036951980983,0.5465987422748801,0.6684884906395059,0.6824197405428122,0.47314835944470146,0.2933582518486543,0.10752348824660297,0.10842954245505339
BRA,2020,0.7115895044943402,0.3969105196654898,0.2802604719749145,0.5211680266570375,0.20363644296791183,0.19138811529584063,0.34801737369510166,0.5901141610815815,0.6596326973442921,0.6860449236524692,0.4668817246463072,0.31478214838332774,0.10824687302689487,0.11423286090396259
BRA,2019,0.7414439518374278,0.402753927356997,0.28617089825246844,0.5612282863798634,0.27630174434691523,0.17672570660657125,0.3448673166101732,0.6259638464626422,0.5836009991420691,0.6117357569316187,0.4018743849007815,0.31712120861911225,0.11826729947046236,0.1100566185341674
BRA,2018,0.6982032109463738,0.4352526830223634,0.2658926196872422,0.5585183091265051,0.18633696432116537,0.17971294696634846,0.2928174271251638,0.6028657792145543,0.5691583552932394,0.5864942411717579,0.46348779690722974,0.2928182617839085,0.11879652791689804,0.12313121095816602
BRA,2017,0.69699974188186,0.4656781007264436,0.24400088716391377,0.5111719602867968,0.25030895485974,0.17989256895736483,0.3419990460130505,0.5779435054259392,0.6830993681040375,0.7061882795870444,0.4585409396056355,0.291803817216363,0.1059423298008563,0.11338283168632532
BRA,2016,0.7030108642303995,0.4669022559254647,0.27566801314662576,0.5155928567348808,0.2717659264915237,0.17740159346986611,0.3240900656614886,0.5831138368998279,0.6768714929450939,0.6990324070626388,0.48249883341076916,0.3242506711815729,0.10752348824660297,0.1152997787053309
BRA,2015,0.7253160323832748,0.46990079733910173,0.2723529738951582,0.5261523453823737,0.2698310160767341,0.17942730709350385,0.32652756157618645,0.5987246036123511,0.6347920850627937,0.6621458933152686,0.49439099429153277,0.3286086193645293,0.10990033152390143,0.11232035896560079
BRA,2014,0.7295950034388697,0.4755032388438866,0.29783100952782987,0.5348331143860164,0.2947175916169883,0.18854789286712806,0.373112052889077,0.6057486979950618,0.603979078443316,0.6309146022231665,0.5576540614964426,0.37039684097848175,0.11235232223037615,0.10618133213853241
BRA,2013,0.7357518245489292,0.45215290185882023,0.3723646493289385,0.563408078752623,0.312635146108105,0.19117622907879575,0.4260072227962773,0.6240551931555584,0.5662971720595672,0.5923150527781033,0.5121216657784198,0.35823874524651833,0.12101837768223354,0.11425782606192411
BRA,2012,0.737381432052429,0.4780552033762777,0.3865028908983952,0.5691855772932432,0.2993594533074129,0.1872804891723128,0.4341771497614616,0.6280751720094624,0.5639239268997674,0.5840860018615258,0.5857701395394961,0.36287298782118266,0.12007814036899708,0.1128179313549786
BRA,2011,0.6796974390026792,0.49337473814599214,0.44635217732379273,0.5551794028821018,0.30191719167435593,0.18946866035036594,0.45987392210802414,0.5924719460804269,0.5536636959531838,0.5669864678279343,0.5425900500930598,0.4008047259076288,0.11671831429212853,0.11565550455856145
BRA,2010,0.65881665549237,0.5180747742366739,0.41171222022216575,0.5477343873783083,0.3224999111816785,0.17890633577520654,0.4564178377203953,0.5784063988129912,0.5380024186864124,0.5453748598624756,0.5779133018508003,0.40430745213885183,0.11131719511484692,0.10075601611936331
BRA,2009,0.6438865232568773,0.49693931205512953,0.37729028976820594,0.5466790193612675,0.3022627922810686,0.16298242549706465,0.42034432544158035,0.5705922580142717,0.5241371816890735,0.5240395334621297,0.614237102539769,0.354507651612545,0.1102914907163223,0.10442861090548049
BRA,2008,0.6323779444813314,0.5170626626448364,0.40048710928607056,0.5282098370431754,0.3032371592198231,0.16483663892552533,0.4050132317722532,0.5545927234097852,0.5260636888441522,0.5214729047204325,0.4988507384217907,0.2972749855881024,0.10715971804503044,0.10736222793709084
BRA,2007,0.6156244808551558,0.503395556787225,0.37617715619879055,0.5102672899807965,0.25861537720869837,0.15835298771387632,0.37474438349758676,0.536368798421033,0.5245497882639583,0.5131324862348559,0.4880825323859147,0.2594488537953373,0.1016698672293787,0.10362595790296396
BRA,2006,0.5993928000731608,0.48754993995182305,0.36603033908993204,0.5024137449220196,0.2268955093344221,0.14774356303120387,0.3691554704242908,0.5240622460243948,0.5071181197904127,0.4898922119421581,0.503328343584566,0.2616734143199893,0.10095675871461851,0.10460446643582287
BRA,2005,0.6097589219860919,0.46939253342038456,0.35677968134095744,0.4967759725246126,0.30026339733131746,0.14375651454794366,0.39285072696790163,0.525504096371901,0.4999830352656435,0.4863660222271669,0.5109543629716428,0.23901798261741633,0.09952668495125624,0.10842954245505339
BRA,2004,0.6037055916397862,0.439811269574625,0.3919488936289667,0.4866582508287567,0.32080146200011544,0.14177150998507806,0.39300619880138454,0.5166285848238839,0.5190994634296876,0.499193541310956,0.5079038312419293,0.26220167150964885,0.09704410990401484,0.10242310629552297
BRA,2003,0.5992040816216097,0.46303231012071205,0.4246234111167428,0.4921671073041922,0.3754534647961799,0.13789304044895237,0.44128724228359795,0.5176231800744414,0.5107419082256341,0.49034398179781447,0.5756732461185043,0.272463853391771,0.09851175632365898,0.10122083648184514
BRA,2002,0.6178989778629876,0.47562764677979275,0.42231640664207415,0.4752681499580983,0.338907671192589,0.13791886747789348,0.4370030090949622,0.5150803941036765,0.517935561476158,0.497047859481576,0.6539342347844972,0.303934924789029,0.09964731622255589,0.10768141844017841
BRA,2000,0.6308466870239088,0.40254418121862084,0.40321251748207426,0.47322227525146665,0.3633087865167314,0.1413454211132828,0.4600013365645507,0.5179090480175261,0.49784749834795794,0.48253745268846937,0.6191799919243332,0.3106899400976994,0.101475448256952,0.10650789893071562
BRA,1998,0.6390346327444236,0.4159317489409814,0.4110640467774439,0.4913303639107701,0.2864767254255241,0.14302712447111895,0.4808719781093923,0.5319878878315494,0.4793876457957349,0.4626026578376557,0.49254289639058596,0.3237030783619368,0.10388898860550223,0.10922282562782372
BRA,1996,0.6922062932124671,0.37705444766220486,0.3943650305518643,0.4991264695850391,0.30482846252658613,0.14373338553436493,0.4716681828731051,0.5671266565445227,0.6851113048142683,0.696043256513709,0.521334689801148,0.317330048239433,0.10752348824660297,0.10842954245505339
CAN,2021,0.9166881765116822,0.8925764341068322,0.8490279648226445,0.8360946188009432,0.8407890121796605,0.6809460001912762,0.870808371511901,0.8710288321590802,0.8775699552938857,0.9010711760257796,0.8073660397333726,0.8819973913197754,0.5541144201339759,0.82056565670024
CAN,2020,0.9082007163454803,0.9033995033280866,0.8348541257762669,0.8169763391685938,0.8518496167484755,0.6783050200135141,0.8643902962161627,0.8569612519139311,0.8537015838599131,0.8909747497098257,0.8196785619605559,0.8896255195941226,0.5897527543838939,0.9127323290847371
CAN,2019,0.9105465069905644,0.8857781728516491,0.8805732648759045,0.8124578280361636,0.8828298217370427,0.6760207702293365,0.899978865731123,0.8558948769118006,0.8259537412086322,0.8721027839417413,0.8152558156833698,0.9211426705386822,0.5806099722272742,0.9055990907761438
CAN,2018,0.913297737921884,0.9165895780790405,0.8972239963585295,0.804971991846189,0.8758527260823116,0.6785202685439301,0.8967712192088344,0.8535258323440811,0.8264836871961494,0.8680037824476162,0.8077477814622658,0.919702906934168,0.5620781009210296,0.8467858599304114
CAN,2017,0.9071318529148681,0.90625852456655,0.9224848982585684,0.8184979988182975,0.9198793223871492,0.6692539525558608,0.951264209760636,0.857081197599022,0.8637008810352044,0.8975139383824615,0.8381985930580692,0.9344421020674563,0.5948799282245463,0.9212329224086161
CAN,2016,0.9047393899645615,0.892304822238966,0.9402071277806393,0.817873103491895,0.8979344396121699,0.6620667318131755,0.9052564709832335,0.8555289409233877,0.8524871916255607,0.890844258416857,0.8746538974459575,0.9465089797888214,0.5956290196905512,0.9274229556875714
CAN,2015,0.9098634679497899,0.9017262823232779,0.9127974952569009,0.8126661264782976,0.8936194602309369,0.6609740166674594,0.8987832926612781,0.8557267652931921,0.8452176009926792,0.8826345562092367,0.8799566203236051,0.9483450126835454,0.5863928865766979,0.8909352862568725
CAN,2014,0.9073081254183599,0.8782744355080842,0.9090609918230032,0.8140440263201458,0.9007169894119227,0.6599884297014402,0.938995638405774,0.8548117689392595,0.8376327490463397,0.8794060216332066,0.8589556211725461,0.9729269695107867,0.5832750469139205,0.9016542320382591
CAN,2013,0.90922980685512,0.8958760588076454,0.9221063851537745,0.8097647921743034,0.9091637334782492,0.6427203453180743,0.9060072090656875,0.8539288310800383,0.8194566518723412,0.8673571755924584,0.8313642902459574,0.9297716584336511,0.5699156333312096,0.8651086348244076
CAN,2012,0.9134470892985953,0.8890315929020048,0.9331070652111204,0.8077311798081847,0.9015387975463004,0.6353904509994689,0.8991278220743862,0.8551404857972267,0.8209543955626717,0.8648042709350218,0.8438426793336317,0.9325439136418903,0.566466156231842,0.8489882326680922
CAN,2011,0.912540429038886,0.8644651673861716,0.9476300153897945,0.7946078939139745,0.9064301133082197,0.6308529118997548,0.8923520287723781,0.8481034116337306,0.8213195412735829,0.8705967344328948,0.8351744708615058,0.9234392396163504,0.5525670704843139,0.8254621429649984
CAN,2010,0.9079669489732365,0.8526935498767453,0.9728613495790436,0.7901731216595205,0.9080886667784035,0.6190131444908732,0.8949557461273129,0.8435306192246816,0.8178429824972411,0.8642683566938996,0.8011073696004064,0.9456469885145264,0.5485946124117999,0.7768235261602187
CAN,2009,0.9143947400176736,0.8737806375761838,0.9700594443577433,0.8008929888131957,0.8968637529939452,0.6071215632518667,0.8959100582751539,0.8516772300709932,0.7935597829160279,0.8381368003219984,0.8472430797148403,0.9450678826925858,0.5515531682976886,0.8028736752149495
CAN,2008,0.9140423302927341,0.876193132988265,0.9522425119772427,0.8037509208856378,0.9095507155612081,0.6159999841686011,0.8820777172359129,0.852960977305557,0.7942185801002051,0.8321512997045271,0.8265153154389505,0.9449642037111609,0.5541144201339759,0.82056565670024
CAN,2007,0.9145458500609583,0.8664039757850841,0.9531208917621579,0.810654295901248,0.900862131090901,0.6188709399511161,0.8685731037034252,0.8564914776792338,0.7813992997603931,0.8197465274129582,0.818204702424962,0.9451839335138806,0.5557307233529442,0.818851936979909
CAN,2006,0.9132806923843244,0.8796477602512682,0.942530646004097,0.802136325602573,0.9439793176289568,0.6199725943982272,0.8541050363407159,0.8511789941483081,0.7662402998072484,0.8063740946885318,0.8249635535468407,0.9464215990395599,0.5491236072018439,0.8017847034406279
CAN,2005,0.9160105487526727,0.9187430721742683,0.9194253362929325,0.8046328413230548,0.9409475898526022,0.6134511496299326,0.8562549215584017,0.8539987342367991,0.7640191313732871,0.8005377591180227,0.7750854165318192,0.899521806164163,0.5395112371046326,0.7747545978557281
CAN,2004,0.9144005571455708,0.9879423220966507,0.9016753621812537,0.8073099038729311,0.9466751642745871,0.6003904155190916,0.871613742889858,0.8544295691291395,0.7651557685751723,0.8003469718483034,0.786627333953303,0.9110186902570248,0.5311823921519186,0.7643336784307775
CAN,2003,0.912979554554108,0.936164318645035,0.9365516040748267,0.815294301012708,0.9542065835921181,0.5905475813379573,0.8437848718598104,0.8575809973507171,0.7604872352491634,0.7943551716511714,0.8293460079871532,0.9140977596857532,0.5352987114899121,0.7676546989979847
CAN,2002,0.9018287967852658,0.915391524678415,0.9507159628910646,0.7999988060352657,0.9341632177891526,0.5946368389371973,0.8466061829353259,0.8430284737294711,0.7521296800451099,0.7839394916374205,0.8692412117305034,0.9030171102174998,0.5244645998018801,0.7773069639103064
CAN,2000,0.8884338451864756,0.929486853194242,0.9693705034373452,0.782692609906874,0.9304646693818941,0.5872321798460258,0.825557730248175,0.8265904414704934,0.7497972310322152,0.777222564824362,0.8570263413469644,0.9042880019119326,0.501658359920287,0.7271618850135924
CAN,1998,0.9033715532164391,0.9378158413333314,0.9651693692836019,0.7976565376507099,0.9393278581314797,0.553556745453465,0.8474424481410954,0.8419591274522207,0.7566392699670884,0.7827479711416256,0.8046295104332783,0.9196718291687468,0.5525670704843139,0.818851936979909
CAN,1996,0.9002779234314453,0.944206991115893,0.9643900015526368,0.817596716790597,0.896951803865488,0.53179811583006,0.8327766241472431,0.852436781821301,0.8722012227534249,0.8961757276745708,0.8731157151282076,0.8986230327431867,0.5541144201339759,0.82056565670024
CHL,2021,0.7229818759939849,0.6837526784018984,0.6655631700881895,0.6598199243026359,0.5357546998556564,0.39801955957038193,0.665446384556757,0.6726594679447112,0.6822147783840201,0.6990542306064628,0.6136779181561064,0.6637440232252771,0.15772743529455652,0.2991282230253245
CHL,2020,0.710802974689812,0.6985002072572128,0.7072727684963588,0.6587151842303719,0.57129795782251,0.37511772836278534,0.6692071751294495,0.6663053179100175,0.6213287507008051,0.643334898478899,0.5852982322118742,0.6749562068353824,0.17630328051716826,0.2892743085797128
CHL,2019,0.7219981049691261,0.6937587932427652,0.6717984268386769,0.6922438114710323,0.6209814856944857,0.35828352028160326,0.732812724759373,0.6906982355786425,0.5834519518330799,0.6214465589783521,0.5707436863989024,0.6737181523746172,0.17531748119844265,0.2954661805863421
CHL,2018,0.717485907669464,0.7127369577418378,0.6659567322296396,0.6824039285957458,0.6346920770800032,0.3623050981347598,0.7758415036065742,0.6828023065226839,0.5722689605141769,0.6056789360729906,0.6744504488971924,0.6788071457228273,0.16339023889142867,0.28363107387259645
CHL,2017,0.7199311306169781,0.7018408800673779,0.678004845126849,0.6565355532041979,0.6039955291720743,0.352870927576097,0.783342922464333,0.6697068023903439,0.6234713562578057,0.6605552494509804,0.6729151136770382,0.6912407336678843,0.17896969326211393,0.2991282230253245
CHL,2016,0.7226504349858849,0.6998107345196669,0.6840798163778848,0.6572140155970516,0.6119035231991404,0.35654028212096406,0.7950754226736348,0.6712820473524296,0.6223102817600022,0.6534799215522343,0.6719780581756456,0.6851454356078516,0.17904392945204908,0.3028662818431652
CHL,2015,0.7172195373245865,0.7035869563608044,0.7285265826316082,0.6797452595566389,0.6385515279727557,0.35256940747394117,0.7817188465827322,0.6812888328065052,0.608480185998116,0.6322019663237969,0.6774114592290571,0.7658815252611687,0.17881394446963209,0.2940059108489038
CHL,2014,0.7272612528957123,0.7256149851739219,0.8002361372848701,0.6939899042214398,0.674949762897198,0.3489623340901805,0.8316547265334362,0.694191829587676,0.5937961986069529,0.6245448272464019,0.6828883091541461,0.8059380238237924,0.17656526098816777,0.2953610997000648
CHL,2013,0.7296884833313583,0.7471769852032267,0.8163359215466525,0.6982368690501428,0.7135791252947069,0.34660176331033615,0.8311340842352177,0.6977220171955509,0.5702972140674808,0.6091052324533645,0.6626270508292689,0.7768173797532172,0.17411267712324302,0.2927658312317518
CHL,2012,0.7332919911406497,0.7346111582546044,0.8287464709346072,0.7047530122600817,0.7198578038323186,0.3405553633293418,0.8472976265482536,0.7031389645043654,0.5649712972851577,0.602043853623867,0.6547327988093792,0.7868865757499429,0.17170727652865422,0.28610009422355337
